#filetype genotype_data
#format update_born id parent_id depth parent_dist ancestor_dist length fitness num_cpus task task total_task_count sequence alignment 

# Legend:
# 1: Update Born
# 2: Genotype ID
# 3: Parent ID
# 4: Tree Depth
# 5: Parent Distance
# 6: Ancestor Distance
# 7: Genome Length
# 8: Fitness
# 9: Number of CPUs
# 10: Xor
# 11: Equals
# 12: # Different Tasks
# 13: Genome Sequence
# 14: Aligned Sequence

-1 1 0 0 0 0 121 64.547 0 1 1 2 wzcagccccccyycoururapurcuopcuyyccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccczvfcaxgab wzcagccccccyycoururapurcuopcuyyccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccczvfcaxgab 
417 411 1 1 1 1 121 64.547 0 1 1 2 wzcagccccccyycoururapurcuopcuyyccccccccccccccccccccccccccccccccqcccccccccccccccccccccccccccccccccccccccccccccccczvfcaxgab wzcagccccccyycoururapurcuopcuyyccccccccccccccccccccccccccccccccqcccccccccccccccccccccccccccccccccccccccccccccccczvfcaxgab 
603 1613 411 2 1 2 121 64.6852 0 1 1 2 wzcagccccccyycoururapurcuopcuyycccccccccccccccccccclcccccccccccqcccccccccccccccccccccccccccccccccccccccccccccccczvfcaxgab wzcagccccccyycoururapurcuopcuyycccccccccccccccccccclcccccccccccqcccccccccccccccccccccccccccccccccccccccccccccccczvfcaxgab 
649 2080 1613 3 1 3 121 64.6852 0 1 1 2 wzcagccccccyycoururapurcuopcuyycccccccccccccccccccclccccccccAccqcccccccccccccccccccccccccccccccccccccccccccccccczvfcaxgab wzcagccccccyycoururapurcuopcuyycccccccccccccccccccclccccccccAccqcccccccccccccccccccccccccccccccccccccccccccccccczvfcaxgab 
887 4920 2080 4 1 4 121 64.824 0 1 1 2 wzcagccccccyycoururapurcuopcuyycccccccccccccccccccclccscccccAccqcccccccccccccccccccccccccccccccccccccccccccccccczvfcaxgab wzcagccccccyycoururapurcuopcuyycccccccccccccccccccclccscccccAccqcccccccccccccccccccccccccccccccccccccccccccccccczvfcaxgab 
1043 6762 4920 5 1 5 121 64.824 0 1 1 2 wzcagccccccyycoururapurcuopcuyycccccccccccccccccccclccscccccAccqcAcccccccccccccccccccccccccccccccccccccccccccccczvfcaxgab wzcagccccccyycoururapurcuopcuyycccccccccccccccccccclccscccccAccqcAcccccccccccccccccccccccccccccccccccccccccccccczvfcaxgab 
1135 7909 6762 6 1 6 121 64.9634 0 1 1 2 wzcagccccccyycoururapurcuopcuyycccccccccccccccccccclccscccccAccqcAcccccccccccccccccccccccccccccccccccccccccccczczvfcaxgab wzcagccccccyycoururapurcuopcuyycccccccccccccccccccclccscccccAccqcAcccccccccccccccccccccccccccccccccccccccccccczczvfcaxgab 
1763 15312 7909 7 2 8 121 65.2441 0 1 1 2 wzcagccccccyycoururapurcuopcuyyccccccccccccccoccccclccscccccAccqcAccccccccccccccccccccccccccccccccccccccccyccczczvfcaxgab wzcagccccccyycoururapurcuopcuyyccccccccccccccoccccclccscccccAccqcAccccccccccccccccccccccccccccccccccccccccyccczczvfcaxgab 
2941 29393 15312 8 1 9 121 65.6696 0 1 1 2 wzcagccccccyycoururapurcuopcuyyccccccccccccccoccccclccscccccAccqcAcccccccccccccccccvccccccccccccccccccccccyccczczvfcaxgab wzcagccccccyycoururapurcuopcuyyccccccccccccccoccccclccscccccAccqcAcccccccccccccccccvccccccccccccccccccccccyccczczvfcaxgab 
3018 30326 29393 9 1 10 121 66.0824 0 1 1 2 wzzagccccccyycoururapurcuopcuyyccccccccccccccoccccclccscccccAccqcAcccccccccccccccccvccccccccccccccccccccccyccczczvfcaxgab wzzagccccccyycoururapurcuopcuyyccccccccccccccoccccclccscccccAccqcAcccccccccccccccccvccccccccccccccccccccccyccczczvfcaxgab 
