#filetype genotype_data
#format update_born id parent_id depth parent_dist ancestor_dist length fitness num_cpus task task total_task_count sequence alignment 

# Legend:
# 1: Update Born
# 2: Genotype ID
# 3: Parent ID
# 4: Tree Depth
# 5: Parent Distance
# 6: Ancestor Distance
# 7: Genome Length
# 8: Fitness
# 9: Number of CPUs
# 10: Xor
# 11: Equals
# 12: # Different Tasks
# 13: Genome Sequence
# 14: Aligned Sequence

-1 1 0 0 0 0 121 64.547 0 1 1 2 wzcagccccccyycoururapurcuopcuyyccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccczvfcaxgab wzcagccccccyycoururapurcuopcuyyccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccczvfcaxgab 
215 46 1 1 1 1 121 64.6852 0 1 1 2 wzcagccccccyycoururapurcuopcuyyccccccccccccccccccccccccckccccccccccccccccccccccccccccccccccccccccccccccccccccccczvfcaxgab wzcagccccccyycoururapurcuopcuyyccccccccccccccccccccccccckccccccccccccccccccccccccccccccccccccccccccccccccccccccczvfcaxgab 
384 438 46 2 1 2 121 64.824 0 1 1 2 wzcagccccccyycoururapurcuopcuyyccccccccccccccccccccccccckcccccccccccccccccccccccccccccccccccrccccccccccccccccccczvfcaxgab wzcagccccccyycoururapurcuopcuyyccccccccccccccccccccccccckcccccccccccccccccccccccccccccccccccrccccccccccccccccccczvfcaxgab 
400 507 438 3 1 3 121 65.2441 0 1 1 2 wzcagccccccyycoururapurcuopcuyyccccccccccccccccccccccccckcccccccccccccccccccccccccccccvcccccrccccccccccccccccccczvfcaxgab wzcagccccccyycoururapurcuopcuyyccccccccccccccccccccccccckcccccccccccccccccccccccccccccvcccccrccccccccccccccccccczvfcaxgab 
474 912 507 4 1 4 121 65.2441 0 1 1 2 wzcagccccccyycoururapurcuopcuyycccccccccccccccccccccccccycccccccccccccccccccccccccccccvcccccrccccccccccccccccccczvfcaxgab wzcagccccccyycoururapurcuopcuyycccccccccccccccccccccccccycccccccccccccccccccccccccccccvcccccrccccccccccccccccccczvfcaxgab 
1525 12748 912 5 1 5 121 65.3853 0 1 1 2 wzcagccccccyycoururapurcuopcuyycccccccccccccccccccccccccyccccccccccccuccccccccccccccccvcccccrccccccccccccccccccczvfcaxgab wzcagccccccyycoururapurcuopcuyycccccccccccccccccccccccccyccccccccccccuccccccccccccccccvcccccrccccccccccccccccccczvfcaxgab 
1660 14328 12748 6 1 6 121 65.3853 0 1 1 2 wzcagccccccyycoururapurcuopcuyycccccccccccccccccccccccccyccccccccccccucaccccccccccccccvcccccrccccccccccccccccccczvfcaxgab wzcagccccccyycoururapurcuopcuyycccccccccccccccccccccccccyccccccccccccucaccccccccccccccvcccccrccccccccccccccccccczvfcaxgab 
1688 14647 14328 7 1 7 121 65.797 0 1 1 2 wzzagccccccyycoururapurcuopcuyycccccccccccccccccccccccccyccccccccccccucaccccccccccccccvcccccrccccccccccccccccccczvfcaxgab wzzagccccccyycoururapurcuopcuyycccccccccccccccccccccccccyccccccccccccucaccccccccccccccvcccccrccccccccccccccccccczvfcaxgab 
1703 14846 14647 8 1 8 121 65.9394 0 1 1 2 wzzagccccccyycoururapurcuopcuyycccccccccccccccccccccccccycccccccuccccucaccccccccccccccvcccccrccccccccccccccccccczvfcaxgab wzzagccccccyycoururapurcuopcuyycccccccccccccccccccccccccycccccccuccccucaccccccccccccccvcccccrccccccccccccccccccczvfcaxgab 
1780 15775 14846 9 1 9 121 66.0824 0 1 1 2 wzzagccccccyycoururapurcuopcuyycccccccccccccccccccccccccycccccccuccccucaccccccccccscccvcccccrccccccccccccccccccczvfcaxgab wzzagccccccyycoururapurcuopcuyycccccccccccccccccccccccccycccccccuccccucaccccccccccscccvcccccrccccccccccccccccccczvfcaxgab 
