#filetype genotype_data
#format update_born id parent_id depth parent_dist ancestor_dist length fitness num_cpus task task total_task_count sequence alignment 

# Legend:
# 1: Update Born
# 2: Genotype ID
# 3: Parent ID
# 4: Tree Depth
# 5: Parent Distance
# 6: Ancestor Distance
# 7: Genome Length
# 8: Fitness
# 9: Number of CPUs
# 10: Xor
# 11: Equals
# 12: # Different Tasks
# 13: Genome Sequence
# 14: Aligned Sequence

-1 1 0 0 0 0 121 64.547 0 1 1 2 wzcagccccccyycoururapurcuopcuyyccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccczvfcaxgab wzcagccccccyycoururapurcuopcuyyccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccczvfcaxgab 
138 15 1 1 1 1 121 64.6852 0 1 1 2 wzcagccccccyycoururapurcuopcuyyccccccccccccccccccccccccccccccccccccccccccmcccccccccccccccccccccccccccccccccccccczvfcaxgab wzcagccccccyycoururapurcuopcuyyccccccccccccccccccccccccccccccccccccccccccmcccccccccccccccccccccccccccccccccccccczvfcaxgab 
798 4324 15 2 1 2 121 64.4129 0 1 1 2 wzcagccccccyycoururapurcuopcuyyccccccccccccccccccccccccccccccccccccccccccmcccccccccccccccccccccccccccccccccceccczvfcaxgab wzcagccccccyycoururapurcuopcuyyccccccccccccccccccccccccccccccccccccccccccmcccccccccccccccccccccccccccccccccceccczvfcaxgab 
814 4507 4324 3 1 3 121 64.4129 0 1 1 2 wzcagccccccyycoururapurcuopcuyyccccccccccccccccccccccccccccccccccccccccccmccccccccccccccccccccccccccccccccccecrczvfcaxgab wzcagccccccyycoururapurcuopcuyyccccccccccccccccccccccccccccccccccccccccccmccccccccccccccccccccccccccccccccccecrczvfcaxgab 
874 5208 4507 4 1 4 121 64.5517 0 1 1 2 wzcagcsccccyycoururapurcuopcuyyccccccccccccccccccccccccccccccccccccccccccmccccccccccccccccccccccccccccccccccecrczvfcaxgab wzcagcsccccyycoururapurcuopcuyyccccccccccccccccccccccccccccccccccccccccccmccccccccccccccccccccccccccccccccccecrczvfcaxgab 
1022 6948 5208 5 1 5 121 2.01724 0 1 0 1 wzcagcsccccyycoururapurcuopcoyyccccccccccccccccccccccccccccccccccccccccccmccccccccccccccccccccccccccccccccccecrczvfcaxgab wzcagcsccccyycoururapurcuopcoyyccccccccccccccccccccccccccccccccccccccccccmccccccccccccccccccccccccccccccccccecrczvfcaxgab 
2526 24515 6948 6 1 6 121 2.01724 0 1 0 1 wzcagcsccccyycoururapurcuopcoyyccccccccccccccccccccccccccccccccccccccccccmccccccccccccccacccccccccccccccccccecrczvfcaxgab wzcagcsccccyycoururapurcuopcoyyccccccccccccccccccccccccccccccccccccccccccmccccccccccccccacccccccccccccccccccecrczvfcaxgab 
3146 31955 24515 7 1 7 121 2.01724 0 1 0 1 wzcagcsccccyycoururapurcuopcoyycccccccccccccccccccccccccccccccccccccccccymccccccccccccccacccccccccccccccccccecrczvfcaxgab wzcagcsccccyycoururapurcuopcoyycccccccccccccccccccccccccccccccccccccccccymccccccccccccccacccccccccccccccccccecrczvfcaxgab 
3582 37208 31955 8 1 8 121 2.03888 0 1 0 1 wzcagcsccccyycoururapurcuopcoyycccccccccccccccccccccccccccccccccccccccccymcccrccccccccccacccccccccccccccccccecrczvfcaxgab wzcagcsccccyycoururapurcuopcoyycccccccccccccccccccccccccccccccccccccccccymcccrccccccccccacccccccccccccccccccecrczvfcaxgab 
4074 42957 37208 9 1 9 121 2.04329 0 1 0 1 wzcagcsccccyycoururapurcuopcoyycccccccccccccccccccccccccccccccckccccccccymcccrccccccccccacccccccccccccccccccecrczvfcaxgab wzcagcsccccyycoururapurcuopcoyycccccccccccccccccccccccccccccccckccccccccymcccrccccccccccacccccccccccccccccccecrczvfcaxgab 
