# Avida Dominant Data
# Sun Apr  8 00:28:38 2012
#  1: Update
#  2: Average Merit of the Dominant Genotype
#  3: Average Gestation Time of the Dominant Genotype
#  4: Average Fitness of the Dominant Genotype
#  5: Repro Rate?
#  6: Size of Dominant Genotype
#  7: Copied Size of Dominant Genotype
#  8: Executed Size of Dominant Genotype
#  9: Abundance of Dominant Genotype
# 10: Number of Births
# 11: Number of Dominant Breed True?
# 12: Dominant Gene Depth
# 13: Dominant Breed In
# 14: Max Fitness?
# 15: Genotype ID of Dominant Genotype
# 16: Name of the Dominant Genotype

0 0 0 0 0 121 0 0 1 0 0 0 0 0 1 121-aaaaa 
50 30208 468 64.547 0.00213675 121 121 118 4 0 0 0 0 64.547 1 121-aaaaa 
100 30208 468 64.547 0.00213675 121 121 118 14 0 0 0 0 64.9634 1 121-aaaaa 
150 30208 468 64.547 0.00213675 121 121 118 47 0 0 0 0 64.9634 1 121-aaaaa 
200 30208 468 64.547 0.00213675 121 121 118 96 2 2 0 0 65.1034 1 121-aaaaa 
250 30208 468 64.547 0.00213675 121 121 118 138 11 10 0 0 65.3853 1 121-aaaaa 
300 30208 468 64.547 0.00213675 121 121 118 187 3 2 0 0 65.5271 1 121-aaaaa 
350 30208 468 64.547 0.00213675 121 121 118 219 1 1 0 0 65.3853 1 121-aaaaa 
400 30208 468 64.547 0.00213675 121 121 118 248 26 23 0 0 65.3853 1 121-aaaaa 
450 30208 468 64.547 0.00213675 121 121 118 295 17 16 0 0 65.6696 1 121-aaaaa 
500 30208 468 64.547 0.00213675 121 121 118 301 4 3 0 0 65.6696 1 121-aaaaa 
550 30208 468 64.547 0.00213675 121 121 118 319 5 5 0 0 65.8126 1 121-aaaaa 
600 30208 468 64.547 0.00213675 121 121 118 365 28 27 0 0 65.5271 1 121-aaaaa 
650 30208 468 64.547 0.00213675 121 121 118 364 14 11 0 0 65.6696 1 121-aaaaa 
700 30208 468 64.547 0.00213675 121 121 118 329 4 3 0 0 65.6696 1 121-aaaaa 
750 30208 468 64.547 0.00213675 121 121 118 297 19 19 0 0 65.6696 1 121-aaaaa 
800 30208 468 64.547 0.00213675 121 121 118 278 13 10 0 0 65.8126 1 121-aaaaa 
850 30208 468 64.547 0.00213675 121 121 118 283 16 15 0 0 65.797 1 121-aaaaa 
900 30208 468 64.547 0.00213675 121 121 118 280 8 8 0 0 65.8126 1 121-aaaaa 
950 30208 468 64.547 0.00213675 121 121 118 240 7 5 0 0 65.8126 1 121-aaaaa 
1000 30208 468 64.547 0.00213675 121 121 118 225 9 9 0 0 65.9563 1 121-aaaaa 
1050 29283.5 468 62.5716 0.00213675 121 121 118 195 0 0 0 0 2.02575 1 121-aaaaa 
1100 944 466 2.02575 0.00214592 121 121 118 291 50 47 4 0 2.05217 6664 121-aaccy 
1150 944 466 2.02575 0.00214592 121 121 118 357 45 38 4 0 2.04772 6664 121-aaccy 
1200 944 466 2.02575 0.00214592 121 121 118 371 28 27 4 0 2.05217 6664 121-aaccy 
1250 944 466 2.02575 0.00214592 121 121 118 367 35 34 4 0 2.0793 6664 121-aaccy 
1300 944 466 2.02575 0.00214592 121 121 118 328 14 13 4 0 2.05664 6664 121-aaccy 
1350 944 466 2.02575 0.00214592 121 121 118 294 17 17 4 0 2.05664 6664 121-aaccy 
1400 944 466 2.02575 0.00214592 121 121 118 292 12 12 4 0 2.06565 6664 121-aaccy 
1450 944 466 2.02575 0.00214592 121 121 118 209 9 7 4 0 2.06114 6664 121-aaccy 
1500 944 466 2.02575 0.00214592 121 121 118 163 9 8 4 0 2.06114 6664 121-aaccy 
1550 944 466 2.02575 0.00214592 121 121 118 141 5 4 4 0 2.06565 6664 121-aaccy 
1600 944 466 2.02575 0.00214592 121 121 118 168 8 8 4 0 2.06565 6664 121-aaccy 
1650 944 466 2.02575 0.00214592 121 121 118 154 9 9 4 0 2.07473 6664 121-aaccy 
1700 30078 464.423 64.764 0.00215321 121 121 117.492 189 62 58 7 0 65.5271 14127 121-aaegw 
1750 30076.5 464.422 64.7609 0.00215321 121 121 117.486 259 34 31 7 0 65.5405 14127 121-aaegw 
1800 30076.3 464.422 64.7604 0.00215322 121 121 117.485 319 29 27 7 0 65.6696 14127 121-aaegw 
1850 30076.3 464.422 64.7605 0.00215322 121 121 117.485 346 21 19 7 0 65.6696 14127 121-aaegw 
1900 30076.5 464.422 64.7609 0.00215322 121 121 117.486 327 16 14 7 0 65.6696 14127 121-aaegw 
1950 30076.6 464.421 64.7614 0.00215322 121 121 117.487 323 8 7 7 0 66.1007 14127 121-aaegw 
2000 30076.8 464.422 64.7617 0.00215322 121 121 117.487 280 14 13 7 0 66.2456 14127 121-aaegw 
2050 29562.5 464.421 63.6542 0.00215322 121 121 117.487 222 0 0 7 0 2.07018 14127 121-aaegw 
2100 29562.5 464.421 63.6542 0.00215322 121 121 117.487 155 0 0 7 0 2.07473 14127 121-aaegw 
2150 944 466 2.02575 0.00214592 121 121 118 106 1 1 4 0 2.07473 6664 121-aaccy 
2200 944 466 2.02575 0.00214592 121 121 118 121 6 6 4 0 2.0793 6664 121-aaccy 
2250 856 452 1.89381 0.00221239 121 121 107 135 1 1 9 0 2.07473 18827 121-aafqa 
2300 856 452 1.89381 0.00221239 121 121 107 168 16 13 9 0 2.07473 18827 121-aafqa 
2350 856 452 1.89381 0.00221239 121 121 107 149 0 0 9 0 2.08389 18827 121-aafqa 
2400 856 452 1.89381 0.00221239 121 121 107 142 6 6 9 0 2.0793 18827 121-aafqa 
2450 856 452 1.89381 0.00221239 121 121 107 137 10 10 9 0 2.0786 18827 121-aafqa 
2500 856 452 1.89381 0.00221239 121 121 107 141 10 10 9 0 2.0793 18827 121-aafqa 
2550 856 452 1.89381 0.00221239 121 121 107 131 8 7 9 0 66.98 18827 121-aafqa 
2600 30208 456 66.2456 0.00219298 121 121 118 125 33 30 7 0 66.98 24320 121-aahgm 
2650 30208 455 66.3912 0.0021978 121 121 118 145 20 19 8 0 66.98 24588 121-aahhh 
2700 30208 455 66.3912 0.0021978 121 121 118 163 18 17 8 0 67.1289 24588 121-aahhh 
2750 30208 456 66.2456 0.00219298 121 121 118 147 18 17 8 0 67.2784 24768 121-aahir 
2800 30208 456 66.2456 0.00219298 121 121 118 150 16 14 8 0 67.2784 24768 121-aahir 
2850 30208 455 66.3912 0.0021978 121 121 118 162 5 5 8 0 67.3982 24588 121-aahhh 
2900 30208 456 66.2456 0.00219298 121 121 118 132 6 5 8 0 67.4286 24768 121-aahir 
