#filetype genotype_data
#format update_born id parent_id depth parent_dist ancestor_dist length fitness num_cpus task task total_task_count sequence alignment 

# Legend:
# 1: Update Born
# 2: Genotype ID
# 3: Parent ID
# 4: Tree Depth
# 5: Parent Distance
# 6: Ancestor Distance
# 7: Genome Length
# 8: Fitness
# 9: Number of CPUs
# 10: Xor
# 11: Equals
# 12: # Different Tasks
# 13: Genome Sequence
# 14: Aligned Sequence

-1 1 0 0 0 0 121 64.547 0 1 1 2 wzcagccccccyycoururapurcuopcuyyccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccczvfcaxgab wzcagccccccyycoururapurcuopcuyyccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccczvfcaxgab 
107 4 1 1 1 1 121 64.547 0 1 1 2 wzcagccccccyycoururapurcuopcuyyccccccccccccccccccccccccccccccccccccccccccccccccbcccccccccccccccccccccccccccccccczvfcaxgab wzcagccccccyycoururapurcuopcuyyccccccccccccccccccccccccccccccccccccccccccccccccbcccccccccccccccccccccccccccccccczvfcaxgab 
170 22 4 2 1 2 121 64.6852 0 1 1 2 wzcagccccccyycoururapurcuopcuyycccccccpccccccccccccccccccccccccccccccccccccccccbcccccccccccccccccccccccccccccccczvfcaxgab wzcagccccccyycoururapurcuopcuyycccccccpccccccccccccccccccccccccccccccccccccccccbcccccccccccccccccccccccccccccccczvfcaxgab 
356 282 22 3 1 3 121 64.824 0 1 1 2 wzcagccccccyycoururapurcuopcuyycccccccpcccccccccccccccccccccccccyccccccccccccccbcccccccccccccccccccccccccccccccczvfcaxgab wzcagccccccyycoururapurcuopcuyycccccccpcccccccccccccccccccccccccyccccccccccccccbcccccccccccccccccccccccccccccccczvfcaxgab 
462 680 282 4 1 4 121 64.9634 0 1 1 2 wzcagccccccyycoururapurcuopcuyycccccccpcccccccccccccccccccccccccyccccccccccccccbccccccccccccccccccccccccccccuccczvfcaxgab wzcagccccccyycoururapurcuopcuyycccccccpcccccccccccccccccccccccccyccccccccccccccbccccccccccccccccccccccccccccuccczvfcaxgab 
736 3209 680 5 1 5 121 65.1034 0 1 1 2 wzcagccccccyycoururapurcuopcuyycccccccpcccocccccccccccccccccccccyccccccccccccccbccccccccccccccccccccccccccccuccczvfcaxgab wzcagccccccyycoururapurcuopcuyycccccccpcccocccccccccccccccccccccyccccccccccccccbccccccccccccccccccccccccccccuccczvfcaxgab 
1657 14315 3209 6 1 6 121 65.2441 0 1 1 2 wzcagccccccyycoururapurcuopcuyycccccccpcccocccccccccccccccccccccyccccccccccccccbccccccccccccccccccccccccccccucmczvfcaxgab wzcagccccccyycoururapurcuopcuyycccccccpcccocccccccccccccccccccccyccccccccccccccbccccccccccccccccccccccccccccucmczvfcaxgab 
1795 16016 14315 7 1 7 121 65.3853 0 1 1 2 wzcagccccccyycoururapurcuopcuyycccccccpcccocccccccccccccccccccccycccccsccccccccbccccccccccccccccccccccccccccucmczvfcaxgab wzcagccccccyycoururapurcuopcuyycccccccpcccocccccccccccccccccccccycccccsccccccccbccccccccccccccccccccccccccccucmczvfcaxgab 
1963 18002 16016 8 1 8 121 65.5271 0 1 1 2 wzcagccicccyycoururapurcuopcuyycccccccpcccocccccccccccccccccccccycccccsccccccccbccccccccccccccccccccccccccccucmczvfcaxgab wzcagccicccyycoururapurcuopcuyycccccccpcccocccccccccccccccccccccycccccsccccccccbccccccccccccccccccccccccccccucmczvfcaxgab 
2530 24746 18002 9 1 9 121 65.5271 0 1 1 2 wzcagccicccyycoururapurcuopcuyycccccccpoccocccccccccccccccccccccycccccsccccccccbccccccccccccccccccccccccccccucmczvfcaxgab wzcagccicccyycoururapurcuopcuyycccccccpoccocccccccccccccccccccccycccccsccccccccbccccccccccccccccccccccccccccucmczvfcaxgab 
